Sr No,MODULE_NAME,SUB_MODULE_NAME,API_path,HTTP_Method,API_name,Contoller_Name,Claim_name,ACTION,Role_name
16,INSTITUTE_MODULE,INSTITUTE,/api/v1/filter,POST,Institute filter,InstituteController.instituteFilter,,,
17,INSTITUTE_MODULE,INSTITUTE,/api/v1/allCategoryType,GET,Get institute category,InstituteController.getAllCategoryType,,,
18,INSTITUTE_MODULE,INSTITUTE,/api/v1/instituteType,GET,Get institute type,InstituteController.getAllInstituteType,,,
19,INSTITUTE_MODULE,INSTITUTE,/api/v1/{instituteId},DELETE,Delete institute,InstituteController.delete,DELETE_INSTITUTE,,
20,INSTITUTE_MODULE,INSTITUTE,/api/v1/images/{instituteId},GET,Get institute gallery,InstituteController.getInstituteImage,,,
21,INSTITUTE_MODULE,INSTITUTE,/api/v1/totalCourseCount,GET,Get course count,InstituteController.getTotalCourseForInstitute,,,
22,INSTITUTE_MODULE,INSTITUTE,/api/v1/history/domestic/ranking,GET,Get domestic history ranking,InstituteController.getHistoryOfDomesticRanking,,,
23,INSTITUTE_MODULE,INSTITUTE,/api/v1/domesticRankingForCourse,POST,Get domestic ranking for course,InstituteController.getDomesticRanking,,,
24,INSTITUTE_MODULE,INSTITUTE,/api/v1/nearest,POST,Get nearest institute,InstituteController.getNearestInstituteList,,,
25,INSTITUTE_MODULE,INSTITUTE,/api/v1/names/distinct/pageNumber/{pageNumber}/pageSize/{pageSize},GET,Get distinct institute,InstituteController.getDistinctInstitutes,,,
26,INSTITUTE_MODULE,INSTITUTE,/api/v1/bounded/area/pageNumber/{pageNumber}/pageSize/{pageSize},POST,Get bounded institute,InstituteController.getBoundedInstituteList,,,
27,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/pageNumber/{pageNumber}/pageSize/{pageSize}/{countryName},GET,Get institute by country name,InstituteController.getInstituteByCountryName,,,
28,INSTITUTE_MODULE,INSTITUTE,/api/v1/faculty/instituteId/{instituteId},GET,Get institute faculty,InstituteController.getInstituteFaculties,,,
29,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/multiple/id,GET,Get institute by multiple ids,InstituteController.getInstitutesByIdList,,,
30,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/{readableId}/exists,GET,Check institute exists,InstituteController.instituteExistsByReadableId,,,
31,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/{instituteId}/verify,GET,Verify institute status,InstituteController.getInstituteVerificationStatus,,,
32,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/verification-status,GET,Verify institute list status,InstituteController.getMultipleInstituteVerificationStatus,,,
33,INSTITUTE_MODULE,INSTITUTE,/api/v1/admin/institute/verify_institutes/{verified},PUT,Verify institute,InstituteController.VerifyInstitute,,,
34,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/facilities/{instituteId},POST,Add institute facilities,InstituteFacilitiesController.InstituteFacilitiesInterface,INSTITUTE_FACILITY_ADD,,FACILITY_ADMIN
35,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/facilities/{instituteId},DELETE,Delete institute facilities,InstituteFacilitiesController.deleteInstituteFacilitiesById,INSTITUTE_FACILITY_DELETE,,
36,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/facilities/{instituteId},GET,Get institute facilities,InstituteFacilitiesController.getInstituteFacilities,INSTITUTE_FACILITY_GET,,
37,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/public/facilities/{instituteId},GET,Get public institute facilities,InstituteFacilitiesController.getInstitutePublicFacilities,INSTITUTE_FACILITY_PUBLIC_GET,,
38,INSTITUTE_MODULE,INSTITUTE,/api/v1/englishRequirements/{instituteId},POST,Add institute englist requirements,InstituteEnglishRequirements.addInstituteEnglishRequirements,,,
39,INSTITUTE_MODULE,INSTITUTE,/api/v1/englishRequirements/{instituteId},PUT,Update institute englist requirements,InstituteEnglishRequirements.updateInstituteEnglishRequirements,,,
40,INSTITUTE_MODULE,INSTITUTE,/api/v1/englishRequirements/{instituteId},GET,Get institute englist requirements,InstituteEnglishRequirements.getInstituteEnglishRequirementsByInstituteId,,,
41,INSTITUTE_MODULE,INSTITUTE,/api/v1/public/englishRequirements/{instituteId},GET,Get public institute englist requirements,InstituteEnglishRequirements.getInstitutePublicEnglishRequirementsByInstituteId,,,
42,INSTITUTE_MODULE,INSTITUTE,/api/v1/englishRequirements/{instituteId},DELETE,Delete institute englist requirements,InstituteEnglishRequirements.deleteInstituteEnglishRequirementsByRequirementsId,,,
43,INSTITUTE_MODULE,INSTITUTE,/api/v1/contact/info/{instituteId},POST,Add institute contact,InstituteContactInfoController.addUpdateInstituteContactInfo,,,
44,INSTITUTE_MODULE,INSTITUTE,/api/v1/contact/info/{instituteId},GET,Get institute contact,InstituteContactInfoController.getInstituteContactInfo,,,
45,INSTITUTE_MODULE,INSTITUTE,/api/v1/public/contact/info/{instituteId},GET,Get institute public contact,InstituteContactInfoController.getInstitutePublicContactInfo,,,
46,INSTITUTE_MODULE,INSTITUTE,/api/v1/campus/instituteId/{instituteId},POST,Add institute campus,InstituteCampusController.addCampus,,,
47,INSTITUTE_MODULE,INSTITUTE,/api/v1/campus/instituteId/{instituteId},GET,Get institute campus,InstituteCampusController.getInstituteCampuses,,,
48,INSTITUTE_MODULE,INSTITUTE,/api/v1/campus/instituteId/{instituteId},DELETE,Delete institute campus,InstituteCampusController.removeCampus,,,
49,INSTITUTE_MODULE,INSTITUTE,/api/v1/basic/info/{instituteId},POST,Add / Update institute basic info,InstituteBasicInfoController.addUpdateInstituteBasicInfo,,,
50,INSTITUTE_MODULE,INSTITUTE,/api/v1/basic/info/{instituteId},GET,Get institute basic info,InstituteBasicInfoController.getInstituteBasicInfo,,,
51,INSTITUTE_MODULE,INSTITUTE,/api/v1/public/basic/info/{instituteId},GET,Get institute public basic info,InstituteBasicInfoController.getInstitutePublicBasicInfo,,,
52,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/association,POST,Add institute association,InstituteAssociationController.addInstituteAssociation,,,
53,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/association/{instituteId},GET,Get institute association by type and status,InstituteAssociationController.getInstituteAssociationByAssociationTypeAndStatus,,,
54,INSTITUTE_MODULE,INSTITUTE,/api/v1/public/institute/association/{instituteId},GET,Get institute public association by type,InstituteAssociationController.getPublicInstituteAssociationByAssociationType,,,
55,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/association/{instituteId},PUT,Update institute association,InstituteAssociationController.updateInstituteAssociation,,,
